Text Chunk,Generated Question,Generated Answer
"Inventory information is stored on our database servers. The database servers must be accessible over HTTPS port 1433. Only our web servers should have access to our database servers. Solution
For our scenario, we need to build the following configuration:

Create application security groups for the virtual machines. Create an application security group named WebASG to group our web server machines. Create an application security group named DBASG to group our database server machines. Assign the network interfaces for the virtual machines. For each virtual machine server, assign its NIC to the appropriate application security group. Create the network security group and security rules. Rule 1: Set Priority to 100. Allow access from the internet to machines in the WebASG group from HTTP port 80 and HTTPS port 443. Rule 1 has the lowest priority value, so it has precedence over the other rules in the group. Customer access to our online catalog is paramount in our design. Rule 2: Set Priority to 110. Allow access from machines in the WebASG group to machines in the DBASG group over HTTPS port 1433. Rule 3: Set Priority to 120. Deny (X) access from anywhere to machines in the DBASG group over HTTPS port 1433. The combination of Rule 2 and Rule 3 ensures that only our web servers can access our database servers. This security configuration protects our inventory databases from outside attack. Things to consider when using application security groups
There are several advantages to implementing application security groups in your virtual networks. Consider IP address maintenance. When you control network traffic by using application security groups, you don't need to configure inbound and outbound traffic for specific IP addresses. If you have many virtual machines in your configuration, it can be difficult to specify all of the affected IP addresses. As you maintain your configuration, the number of your servers can change. These changes can require you to modify how you support different IP addresses in your security rules. Consider no subnets. By organizing your virtual machines into application security groups, you don't need to also distribute your servers across specific subnets. You can arrange your servers by application and purpose to achieve logical groupings. Consider simplified rules. Application security groups help to eliminate the need for multiple rule sets. You don't need to create a separate rule for each virtual machine. You can dynamically apply new rules to designated application security groups. New security rules are automatically applied to all the virtual machines in the specified application security group. Consider workload support.",What is the purpose of creating application security groups in the given configuration scenario?,"The purpose of creating application security groups in the given configuration is to group virtual machines for better management and control of network traffic. By assigning network interfaces of virtual machines to specific groups, such as WebASG for web servers and DBASG for database servers, it simplifies the application of security rules and ensures that only designated groups can communicate with each other, thereby enhancing security and reducing the complexity of managing IP addresses and subnet configurations."
"Inventory information is stored on our database servers. The database servers must be accessible over HTTPS port 1433. Only our web servers should have access to our database servers. Solution
For our scenario, we need to build the following configuration:

Create application security groups for the virtual machines. Create an application security group named WebASG to group our web server machines. Create an application security group named DBASG to group our database server machines. Assign the network interfaces for the virtual machines. For each virtual machine server, assign its NIC to the appropriate application security group. Create the network security group and security rules. Rule 1: Set Priority to 100. Allow access from the internet to machines in the WebASG group from HTTP port 80 and HTTPS port 443. Rule 1 has the lowest priority value, so it has precedence over the other rules in the group. Customer access to our online catalog is paramount in our design. Rule 2: Set Priority to 110. Allow access from machines in the WebASG group to machines in the DBASG group over HTTPS port 1433. Rule 3: Set Priority to 120. Deny (X) access from anywhere to machines in the DBASG group over HTTPS port 1433. The combination of Rule 2 and Rule 3 ensures that only our web servers can access our database servers. This security configuration protects our inventory databases from outside attack. Things to consider when using application security groups
There are several advantages to implementing application security groups in your virtual networks. Consider IP address maintenance. When you control network traffic by using application security groups, you don't need to configure inbound and outbound traffic for specific IP addresses. If you have many virtual machines in your configuration, it can be difficult to specify all of the affected IP addresses. As you maintain your configuration, the number of your servers can change. These changes can require you to modify how you support different IP addresses in your security rules. Consider no subnets. By organizing your virtual machines into application security groups, you don't need to also distribute your servers across specific subnets. You can arrange your servers by application and purpose to achieve logical groupings. Consider simplified rules. Application security groups help to eliminate the need for multiple rule sets. You don't need to create a separate rule for each virtual machine. You can dynamically apply new rules to designated application security groups. New security rules are automatically applied to all the virtual machines in the specified application security group. Consider workload support.",How do the security rules ensure that only web servers have access to the database servers?,"The security rules ensure that only web servers have access to the database servers through a combination of rules with specific priorities. Rule 2 allows access from the WebASG group (web servers) to the DBASG group (database servers) over HTTPS port 1433, while Rule 3 explicitly denies access from anywhere else to the DBASG group over the same port. This combination ensures that only traffic from the web servers can reach the database servers, blocking all other potential access."
"Inventory information is stored on our database servers. The database servers must be accessible over HTTPS port 1433. Only our web servers should have access to our database servers. Solution
For our scenario, we need to build the following configuration:

Create application security groups for the virtual machines. Create an application security group named WebASG to group our web server machines. Create an application security group named DBASG to group our database server machines. Assign the network interfaces for the virtual machines. For each virtual machine server, assign its NIC to the appropriate application security group. Create the network security group and security rules. Rule 1: Set Priority to 100. Allow access from the internet to machines in the WebASG group from HTTP port 80 and HTTPS port 443. Rule 1 has the lowest priority value, so it has precedence over the other rules in the group. Customer access to our online catalog is paramount in our design. Rule 2: Set Priority to 110. Allow access from machines in the WebASG group to machines in the DBASG group over HTTPS port 1433. Rule 3: Set Priority to 120. Deny (X) access from anywhere to machines in the DBASG group over HTTPS port 1433. The combination of Rule 2 and Rule 3 ensures that only our web servers can access our database servers. This security configuration protects our inventory databases from outside attack. Things to consider when using application security groups
There are several advantages to implementing application security groups in your virtual networks. Consider IP address maintenance. When you control network traffic by using application security groups, you don't need to configure inbound and outbound traffic for specific IP addresses. If you have many virtual machines in your configuration, it can be difficult to specify all of the affected IP addresses. As you maintain your configuration, the number of your servers can change. These changes can require you to modify how you support different IP addresses in your security rules. Consider no subnets. By organizing your virtual machines into application security groups, you don't need to also distribute your servers across specific subnets. You can arrange your servers by application and purpose to achieve logical groupings. Consider simplified rules. Application security groups help to eliminate the need for multiple rule sets. You don't need to create a separate rule for each virtual machine. You can dynamically apply new rules to designated application security groups. New security rules are automatically applied to all the virtual machines in the specified application security group. Consider workload support.",What are some advantages of using application security groups in virtual networks?,"Some advantages of using application security groups in virtual networks include simplified IP address maintenance, as there is no need to configure traffic rules for specific IP addresses, the elimination of the need for multiple rule sets, and the ability to dynamically apply new security rules to all virtual machines within a specified group. Additionally, application security groups allow for logical organization of servers by application and purpose without the need to distribute them across specific subnets, simplifying network management."
"A configuration that implements application security groups is easy to maintain and understand because the organization is based on workload usage. Application security groups provide logical arrangements for your applications, services, data storage, and workloads. Next unit: Interactive lab simulation

7- Interactive lab simulation

Lab scenario
Your organization wants to ensure that access to virtual machines is restricted. As the Azure Administrator, you need to:

Create and configure network security groups. Associate network security groups to virtual machines. Deny and allow access to the virtual machines by using network security groups. Architecture diagram
Diagram showing the architecture as explained in the text. Objectives
Task 1: Create a virtual machine to test network security. Create a Windows Server virtual machine. Don't configure any inbound port rules or NIC network security groups. Verify the virtual machine is created. Review the Inbound port rules tab, and note there are no network security groups associated with the virtual machine. Task 2: Create a network security group, and associate the group with the virtual machine. Create a network security group. Associate the network security group with the virtual machine network interface (NIC). Task 3: Configure an inbound security port rule to allow RDP. Verify you can't connect to the virtual machine by using RDP. Add an inbound port rule to allow RDP to the virtual machine on port 3389. Verify you can now connect to the virtual machine with RDP. Task 4: Configure an outbound security port rule to deny internet access
Verify you can access the internet from the virtual machine. Add an outbound port rule to deny internet access from the virtual machine. Verify you can no longer access the internet from the virtual machine. Note

Select the thumbnail image to start the lab simulation. When you're done, be sure to return to this page so you can continue learning. Screenshot of the simulation page. Next unit: Knowledge check

Your company is migrating several sites to Azure. You're responsible for implementing network security groups and designing effective security rules to control network traffic. You need to ensure that virtual machine networking and Azure services networking are both secure. The infrastructure team has two network security group security rules for inbound traffic to the back-end web servers. There's an allow rule with a priority of 200, and a deny rule with a priority of 150. The IT team wants to apply new and pre-existing Azure service tags for the virtual machine IP addresses. You're exploring how to use default rules to apply security to inbound traffic from virtual machines within your virtual network.",What are the benefits of using application security groups in managing network security for virtual machines?,"Application security groups offer a logical arrangement for applications, services, data storage, and workloads, making it easier to maintain and understand the organization's security configuration based on workload usage."
"A configuration that implements application security groups is easy to maintain and understand because the organization is based on workload usage. Application security groups provide logical arrangements for your applications, services, data storage, and workloads. Next unit: Interactive lab simulation

7- Interactive lab simulation

Lab scenario
Your organization wants to ensure that access to virtual machines is restricted. As the Azure Administrator, you need to:

Create and configure network security groups. Associate network security groups to virtual machines. Deny and allow access to the virtual machines by using network security groups. Architecture diagram
Diagram showing the architecture as explained in the text. Objectives
Task 1: Create a virtual machine to test network security. Create a Windows Server virtual machine. Don't configure any inbound port rules or NIC network security groups. Verify the virtual machine is created. Review the Inbound port rules tab, and note there are no network security groups associated with the virtual machine. Task 2: Create a network security group, and associate the group with the virtual machine. Create a network security group. Associate the network security group with the virtual machine network interface (NIC). Task 3: Configure an inbound security port rule to allow RDP. Verify you can't connect to the virtual machine by using RDP. Add an inbound port rule to allow RDP to the virtual machine on port 3389. Verify you can now connect to the virtual machine with RDP. Task 4: Configure an outbound security port rule to deny internet access
Verify you can access the internet from the virtual machine. Add an outbound port rule to deny internet access from the virtual machine. Verify you can no longer access the internet from the virtual machine. Note

Select the thumbnail image to start the lab simulation. When you're done, be sure to return to this page so you can continue learning. Screenshot of the simulation page. Next unit: Knowledge check

Your company is migrating several sites to Azure. You're responsible for implementing network security groups and designing effective security rules to control network traffic. You need to ensure that virtual machine networking and Azure services networking are both secure. The infrastructure team has two network security group security rules for inbound traffic to the back-end web servers. There's an allow rule with a priority of 200, and a deny rule with a priority of 150. The IT team wants to apply new and pre-existing Azure service tags for the virtual machine IP addresses. You're exploring how to use default rules to apply security to inbound traffic from virtual machines within your virtual network.",How can network security groups be used to restrict access to virtual machines in Azure?,"Network security groups can be created and associated with virtual machines to control the network traffic. By configuring inbound and outbound security port rules, administrators can allow or deny access to virtual machines, such as enabling RDP access by allowing port 3389 or denying internet access altogether."
"A configuration that implements application security groups is easy to maintain and understand because the organization is based on workload usage. Application security groups provide logical arrangements for your applications, services, data storage, and workloads. Next unit: Interactive lab simulation

7- Interactive lab simulation

Lab scenario
Your organization wants to ensure that access to virtual machines is restricted. As the Azure Administrator, you need to:

Create and configure network security groups. Associate network security groups to virtual machines. Deny and allow access to the virtual machines by using network security groups. Architecture diagram
Diagram showing the architecture as explained in the text. Objectives
Task 1: Create a virtual machine to test network security. Create a Windows Server virtual machine. Don't configure any inbound port rules or NIC network security groups. Verify the virtual machine is created. Review the Inbound port rules tab, and note there are no network security groups associated with the virtual machine. Task 2: Create a network security group, and associate the group with the virtual machine. Create a network security group. Associate the network security group with the virtual machine network interface (NIC). Task 3: Configure an inbound security port rule to allow RDP. Verify you can't connect to the virtual machine by using RDP. Add an inbound port rule to allow RDP to the virtual machine on port 3389. Verify you can now connect to the virtual machine with RDP. Task 4: Configure an outbound security port rule to deny internet access
Verify you can access the internet from the virtual machine. Add an outbound port rule to deny internet access from the virtual machine. Verify you can no longer access the internet from the virtual machine. Note

Select the thumbnail image to start the lab simulation. When you're done, be sure to return to this page so you can continue learning. Screenshot of the simulation page. Next unit: Knowledge check

Your company is migrating several sites to Azure. You're responsible for implementing network security groups and designing effective security rules to control network traffic. You need to ensure that virtual machine networking and Azure services networking are both secure. The infrastructure team has two network security group security rules for inbound traffic to the back-end web servers. There's an allow rule with a priority of 200, and a deny rule with a priority of 150. The IT team wants to apply new and pre-existing Azure service tags for the virtual machine IP addresses. You're exploring how to use default rules to apply security to inbound traffic from virtual machines within your virtual network.","What issue might arise if there are conflicting security rules within network security groups, and how should it be resolved?","If there are conflicting security rules, such as an allow rule with lower priority than a deny rule, the deny rule with a higher priority will take precedence. Resolving such conflicts involves reviewing and adjusting the priority of rules to ensure the desired rules are effectively implemented."
"Answer the following questions
Choose the best response for each of the following questions. Then select Check your answers. 1. Which of the security rules defined by the infrastructure team takes precedence? The allowed rule takes precedence. The deny rule takes precedence. The rule that was created first takes precedence. 2. How do Application Security Groups (ASGs) enhance network security within Azure Virtual Networks? By encrypting virtual network traffic. By applying anti-virus software. By grouping virtual machines according to their functions. 3. What happens to network traffic that doesn't match any NSG rules? It's allowed by default. It's denied by default. It's postponed until the rules change. Summary and resources

In this module, you learned about network security groups (NSGs) in Azure. NSGs are used to limit network traffic to resources in your virtual network by containing a list of security rules. You can associate NSGs with subnets or network interfaces and define rules to control inbound and outbound traffic. You also learned how NSG rules are evaluated and processed. Lastly, you learned how application security groups, allow for grouping virtual machines based on workload. The main takeaways from this module are:

Network security groups are essential for controlling network traffic in Azure virtual networks. NSG rules are evaluated and processed based on priority and can be created for subnets and network interfaces. Effective NSG rules can be achieved by considering rule precedence, intra-subnet traffic, and managing rule priority. Application security groups provide an application-centric view of infrastructure and simplify rule management. Learn more
Read about network security groups. This article describes the properties of a network security group rule, the default security rules that are applied, and the rule properties that you can modify. Filter network traffic with network security groups in the Azure portal. Learn how to create a network security group and an application security group. Create, change, or delete a network security group. Learn how to work with network and application security groups. Application security groups. Learn about application security groups and traffic control with rules. Point 3: Configure Azure Virtual Network peering

Learn to configure an Azure Virtual Network peering connection and address transit and connectivity concerns. Learning objectives
In this module, you learn how to:

Identify usage cases and product features of Azure Virtual Network peering. Configure your network to implement Azure VPN Gateway for transit connectivity. Extend peering by using a hub and spoke network with user-defined routes and service chaining. 1- Introduction

Azure Virtual Network peering lets you connect virtual networks in the same or different regions.",Which NSG rule takes precedence when multiple rules are defined for Azure network security?,The deny rule takes precedence over other rules in Azure network security groups.
"Answer the following questions
Choose the best response for each of the following questions. Then select Check your answers. 1. Which of the security rules defined by the infrastructure team takes precedence? The allowed rule takes precedence. The deny rule takes precedence. The rule that was created first takes precedence. 2. How do Application Security Groups (ASGs) enhance network security within Azure Virtual Networks? By encrypting virtual network traffic. By applying anti-virus software. By grouping virtual machines according to their functions. 3. What happens to network traffic that doesn't match any NSG rules? It's allowed by default. It's denied by default. It's postponed until the rules change. Summary and resources

In this module, you learned about network security groups (NSGs) in Azure. NSGs are used to limit network traffic to resources in your virtual network by containing a list of security rules. You can associate NSGs with subnets or network interfaces and define rules to control inbound and outbound traffic. You also learned how NSG rules are evaluated and processed. Lastly, you learned how application security groups, allow for grouping virtual machines based on workload. The main takeaways from this module are:

Network security groups are essential for controlling network traffic in Azure virtual networks. NSG rules are evaluated and processed based on priority and can be created for subnets and network interfaces. Effective NSG rules can be achieved by considering rule precedence, intra-subnet traffic, and managing rule priority. Application security groups provide an application-centric view of infrastructure and simplify rule management. Learn more
Read about network security groups. This article describes the properties of a network security group rule, the default security rules that are applied, and the rule properties that you can modify. Filter network traffic with network security groups in the Azure portal. Learn how to create a network security group and an application security group. Create, change, or delete a network security group. Learn how to work with network and application security groups. Application security groups. Learn about application security groups and traffic control with rules. Point 3: Configure Azure Virtual Network peering

Learn to configure an Azure Virtual Network peering connection and address transit and connectivity concerns. Learning objectives
In this module, you learn how to:

Identify usage cases and product features of Azure Virtual Network peering. Configure your network to implement Azure VPN Gateway for transit connectivity. Extend peering by using a hub and spoke network with user-defined routes and service chaining. 1- Introduction

Azure Virtual Network peering lets you connect virtual networks in the same or different regions.",How do Application Security Groups (ASGs) improve the management of virtual machines within Azure Virtual Networks?,"Application Security Groups (ASGs) improve management by allowing virtual machines to be grouped according to their functions, simplifying rule management and providing an application-centric view of infrastructure."
"Answer the following questions
Choose the best response for each of the following questions. Then select Check your answers. 1. Which of the security rules defined by the infrastructure team takes precedence? The allowed rule takes precedence. The deny rule takes precedence. The rule that was created first takes precedence. 2. How do Application Security Groups (ASGs) enhance network security within Azure Virtual Networks? By encrypting virtual network traffic. By applying anti-virus software. By grouping virtual machines according to their functions. 3. What happens to network traffic that doesn't match any NSG rules? It's allowed by default. It's denied by default. It's postponed until the rules change. Summary and resources

In this module, you learned about network security groups (NSGs) in Azure. NSGs are used to limit network traffic to resources in your virtual network by containing a list of security rules. You can associate NSGs with subnets or network interfaces and define rules to control inbound and outbound traffic. You also learned how NSG rules are evaluated and processed. Lastly, you learned how application security groups, allow for grouping virtual machines based on workload. The main takeaways from this module are:

Network security groups are essential for controlling network traffic in Azure virtual networks. NSG rules are evaluated and processed based on priority and can be created for subnets and network interfaces. Effective NSG rules can be achieved by considering rule precedence, intra-subnet traffic, and managing rule priority. Application security groups provide an application-centric view of infrastructure and simplify rule management. Learn more
Read about network security groups. This article describes the properties of a network security group rule, the default security rules that are applied, and the rule properties that you can modify. Filter network traffic with network security groups in the Azure portal. Learn how to create a network security group and an application security group. Create, change, or delete a network security group. Learn how to work with network and application security groups. Application security groups. Learn about application security groups and traffic control with rules. Point 3: Configure Azure Virtual Network peering

Learn to configure an Azure Virtual Network peering connection and address transit and connectivity concerns. Learning objectives
In this module, you learn how to:

Identify usage cases and product features of Azure Virtual Network peering. Configure your network to implement Azure VPN Gateway for transit connectivity. Extend peering by using a hub and spoke network with user-defined routes and service chaining. 1- Introduction

Azure Virtual Network peering lets you connect virtual networks in the same or different regions.",What is the default action for network traffic that doesn't match any Network Security Group (NSG) rules in Azure?,Network traffic that doesn't match any NSG rules is denied by default.
"Azure Virtual Network peering provides secure communication between resources in the peered networks. Suppose your engineering company is migrating services to Azure. The company is deploying services into separate Azure virtual networks. Private connectivity between the virtual networks isn't yet configured. Several business units identified services in the virtual networks that need to communicate with each other. You're responsible for implementing an Azure Virtual Network peering solution and enabling connectivity between the virtual networks. Two of your strategy goals include preventing exposure of the services to the internet, and keeping the integration as simple as possible. Your solution should address transit and connectivity concerns. The goal of this module is to successfully implement Azure Virtual Network peering. Learning objectives
In this module, you learn how to:

Identify usage cases and product features of Azure Virtual Network peering. Configure your network to implement Azure VPN Gateway for transit connectivity. Extend peering by using a hub and spoke network with user-defined routes and service chaining. Skills measured
The content in the module helps you prepare for Exam AZ-104: Microsoft Azure Administrator. Prerequisites
Basic understanding of cloud networking including virtual networks and virtual machines. Familiarity with the command line connectivity testing tools. Next unit: Determine Azure Virtual Network peering uses


2- Determine Azure Virtual Network peering uses

Perhaps the simplest and quickest way to connect your virtual networks is to use Azure Virtual Network peering. Virtual Network peering enables you to seamlessly connect two Azure virtual networks. After the networks are peered, the two virtual networks operate as a single network, for connectivity purposes. Things to know about Azure Virtual Network peering
Let's examine some prominent characteristics of Azure Virtual Network peering. There are two types of Azure Virtual Network peering: regional and global. Diagram that demonstrates the two types of Azure Virtual Network peering: global and regional. Regional virtual network peering connects Azure virtual networks that exist in the same region. Global virtual network peering connects Azure virtual networks that exist in different regions. You can create a regional peering of virtual networks in the same Azure public cloud region, or in the same China cloud region, or in the same Microsoft Azure Government cloud region. You can create a global peering of virtual networks in any Azure public cloud region, or in any China cloud region. Global peering of virtual networks in different Azure Government cloud regions isn't permitted. After you create a peering between virtual networks, the individual virtual networks are still managed as separate resources.",What are the main goals of implementing Azure Virtual Network peering for an engineering company migrating services to Azure?,"The main goals include preventing exposure of the services to the internet, keeping the integration as simple as possible, and addressing transit and connectivity concerns."
"Azure Virtual Network peering provides secure communication between resources in the peered networks. Suppose your engineering company is migrating services to Azure. The company is deploying services into separate Azure virtual networks. Private connectivity between the virtual networks isn't yet configured. Several business units identified services in the virtual networks that need to communicate with each other. You're responsible for implementing an Azure Virtual Network peering solution and enabling connectivity between the virtual networks. Two of your strategy goals include preventing exposure of the services to the internet, and keeping the integration as simple as possible. Your solution should address transit and connectivity concerns. The goal of this module is to successfully implement Azure Virtual Network peering. Learning objectives
In this module, you learn how to:

Identify usage cases and product features of Azure Virtual Network peering. Configure your network to implement Azure VPN Gateway for transit connectivity. Extend peering by using a hub and spoke network with user-defined routes and service chaining. Skills measured
The content in the module helps you prepare for Exam AZ-104: Microsoft Azure Administrator. Prerequisites
Basic understanding of cloud networking including virtual networks and virtual machines. Familiarity with the command line connectivity testing tools. Next unit: Determine Azure Virtual Network peering uses


2- Determine Azure Virtual Network peering uses

Perhaps the simplest and quickest way to connect your virtual networks is to use Azure Virtual Network peering. Virtual Network peering enables you to seamlessly connect two Azure virtual networks. After the networks are peered, the two virtual networks operate as a single network, for connectivity purposes. Things to know about Azure Virtual Network peering
Let's examine some prominent characteristics of Azure Virtual Network peering. There are two types of Azure Virtual Network peering: regional and global. Diagram that demonstrates the two types of Azure Virtual Network peering: global and regional. Regional virtual network peering connects Azure virtual networks that exist in the same region. Global virtual network peering connects Azure virtual networks that exist in different regions. You can create a regional peering of virtual networks in the same Azure public cloud region, or in the same China cloud region, or in the same Microsoft Azure Government cloud region. You can create a global peering of virtual networks in any Azure public cloud region, or in any China cloud region. Global peering of virtual networks in different Azure Government cloud regions isn't permitted. After you create a peering between virtual networks, the individual virtual networks are still managed as separate resources.","What are the two types of Azure Virtual Network peering, and how do they differ?","The two types of Azure Virtual Network peering are regional and global. Regional peering connects Azure virtual networks in the same region, while global peering connects Azure virtual networks in different regions."
"Azure Virtual Network peering provides secure communication between resources in the peered networks. Suppose your engineering company is migrating services to Azure. The company is deploying services into separate Azure virtual networks. Private connectivity between the virtual networks isn't yet configured. Several business units identified services in the virtual networks that need to communicate with each other. You're responsible for implementing an Azure Virtual Network peering solution and enabling connectivity between the virtual networks. Two of your strategy goals include preventing exposure of the services to the internet, and keeping the integration as simple as possible. Your solution should address transit and connectivity concerns. The goal of this module is to successfully implement Azure Virtual Network peering. Learning objectives
In this module, you learn how to:

Identify usage cases and product features of Azure Virtual Network peering. Configure your network to implement Azure VPN Gateway for transit connectivity. Extend peering by using a hub and spoke network with user-defined routes and service chaining. Skills measured
The content in the module helps you prepare for Exam AZ-104: Microsoft Azure Administrator. Prerequisites
Basic understanding of cloud networking including virtual networks and virtual machines. Familiarity with the command line connectivity testing tools. Next unit: Determine Azure Virtual Network peering uses


2- Determine Azure Virtual Network peering uses

Perhaps the simplest and quickest way to connect your virtual networks is to use Azure Virtual Network peering. Virtual Network peering enables you to seamlessly connect two Azure virtual networks. After the networks are peered, the two virtual networks operate as a single network, for connectivity purposes. Things to know about Azure Virtual Network peering
Let's examine some prominent characteristics of Azure Virtual Network peering. There are two types of Azure Virtual Network peering: regional and global. Diagram that demonstrates the two types of Azure Virtual Network peering: global and regional. Regional virtual network peering connects Azure virtual networks that exist in the same region. Global virtual network peering connects Azure virtual networks that exist in different regions. You can create a regional peering of virtual networks in the same Azure public cloud region, or in the same China cloud region, or in the same Microsoft Azure Government cloud region. You can create a global peering of virtual networks in any Azure public cloud region, or in any China cloud region. Global peering of virtual networks in different Azure Government cloud regions isn't permitted. After you create a peering between virtual networks, the individual virtual networks are still managed as separate resources.",What prerequisites should one have before learning to implement Azure Virtual Network peering?,"One should have a basic understanding of cloud networking, including virtual networks and virtual machines, and be familiar with command line connectivity testing tools."
"Things to consider when using Azure Virtual Network peering
Consider the following benefits of using Azure Virtual Network peering. Benefit	Description
Private network connections	When you implement Azure Virtual Network peering, network traffic between peered virtual networks is private. Traffic between the virtual networks is kept on the Microsoft Azure backbone network. No public internet, gateways, or encryption is required in the communication between the virtual networks. Strong performance	Because Azure Virtual Network peering utilizes the Azure infrastructure, you gain a low-latency, high-bandwidth connection between resources in different virtual networks. Simplified communication	Azure Virtual Network peering lets resources in one virtual network communicate with resources in a different virtual network, after the virtual networks are peered. Seamless data transfer	You can create an Azure Virtual Network peering configuration to transfer data across Azure subscriptions, deployment models, and across Azure regions. No resource disruptions	Azure Virtual Network peering doesn't require downtime for resources in either virtual network when creating the peering, or after the peering is created. Next unit: Determine gateway transit and connectivity

3- Determine gateway transit and connectivity

When virtual networks are peered, you can configure Azure VPN Gateway in the peered virtual network as a transit point. In this scenario, a peered virtual network uses the remote VPN gateway to gain access to other resources. Consider a scenario where three virtual networks in the same region are connected by virtual network peering. Virtual network A and virtual network B are each peered with a hub virtual network. The hub virtual network contains several resources, including a gateway subnet and an Azure VPN gateway. The VPN gateway is configured to allow VPN gateway transit. Virtual network B accesses resources in the hub, including the gateway subnet, by using a remote VPN gateway. Diagram of a regional virtual network peering. One network allows VPN gateway transit and uses a remote VPN gateway to access resources in a hub virtual network. Things to know about Azure VPN Gateway
Let's take a closer look at how Azure VPN Gateway is implemented with Azure Virtual Network peering. A virtual network can have only one VPN gateway. Gateway transit is supported for both regional and global virtual network peering. When you allow VPN gateway transit, the virtual network can communicate to resources outside the peering. In our sample illustration, the gateway subnet gateway within the hub virtual network can complete tasks such as:

Use a site-to-site VPN to connect to an on-premises network. Use a vnet-to-vnet connection to another virtual network.",What are the benefits of using Azure Virtual Network peering in terms of network performance and security?,"The benefits include private network connections where traffic between peered virtual networks is kept on the Microsoft Azure backbone network without needing public internet, gateways, or encryption. Additionally, it offers strong performance with low-latency and high-bandwidth connections due to utilizing Azure infrastructure."
"Things to consider when using Azure Virtual Network peering
Consider the following benefits of using Azure Virtual Network peering. Benefit	Description
Private network connections	When you implement Azure Virtual Network peering, network traffic between peered virtual networks is private. Traffic between the virtual networks is kept on the Microsoft Azure backbone network. No public internet, gateways, or encryption is required in the communication between the virtual networks. Strong performance	Because Azure Virtual Network peering utilizes the Azure infrastructure, you gain a low-latency, high-bandwidth connection between resources in different virtual networks. Simplified communication	Azure Virtual Network peering lets resources in one virtual network communicate with resources in a different virtual network, after the virtual networks are peered. Seamless data transfer	You can create an Azure Virtual Network peering configuration to transfer data across Azure subscriptions, deployment models, and across Azure regions. No resource disruptions	Azure Virtual Network peering doesn't require downtime for resources in either virtual network when creating the peering, or after the peering is created. Next unit: Determine gateway transit and connectivity

3- Determine gateway transit and connectivity

When virtual networks are peered, you can configure Azure VPN Gateway in the peered virtual network as a transit point. In this scenario, a peered virtual network uses the remote VPN gateway to gain access to other resources. Consider a scenario where three virtual networks in the same region are connected by virtual network peering. Virtual network A and virtual network B are each peered with a hub virtual network. The hub virtual network contains several resources, including a gateway subnet and an Azure VPN gateway. The VPN gateway is configured to allow VPN gateway transit. Virtual network B accesses resources in the hub, including the gateway subnet, by using a remote VPN gateway. Diagram of a regional virtual network peering. One network allows VPN gateway transit and uses a remote VPN gateway to access resources in a hub virtual network. Things to know about Azure VPN Gateway
Let's take a closer look at how Azure VPN Gateway is implemented with Azure Virtual Network peering. A virtual network can have only one VPN gateway. Gateway transit is supported for both regional and global virtual network peering. When you allow VPN gateway transit, the virtual network can communicate to resources outside the peering. In our sample illustration, the gateway subnet gateway within the hub virtual network can complete tasks such as:

Use a site-to-site VPN to connect to an on-premises network. Use a vnet-to-vnet connection to another virtual network.",How does Azure Virtual Network peering facilitate communication between resources in different virtual networks?,"Azure Virtual Network peering simplifies communication by allowing resources in one virtual network to communicate seamlessly with resources in a different virtual network once they are peered. This also enables seamless data transfer across Azure subscriptions, deployment models, and regions without resource disruptions."
"Things to consider when using Azure Virtual Network peering
Consider the following benefits of using Azure Virtual Network peering. Benefit	Description
Private network connections	When you implement Azure Virtual Network peering, network traffic between peered virtual networks is private. Traffic between the virtual networks is kept on the Microsoft Azure backbone network. No public internet, gateways, or encryption is required in the communication between the virtual networks. Strong performance	Because Azure Virtual Network peering utilizes the Azure infrastructure, you gain a low-latency, high-bandwidth connection between resources in different virtual networks. Simplified communication	Azure Virtual Network peering lets resources in one virtual network communicate with resources in a different virtual network, after the virtual networks are peered. Seamless data transfer	You can create an Azure Virtual Network peering configuration to transfer data across Azure subscriptions, deployment models, and across Azure regions. No resource disruptions	Azure Virtual Network peering doesn't require downtime for resources in either virtual network when creating the peering, or after the peering is created. Next unit: Determine gateway transit and connectivity

3- Determine gateway transit and connectivity

When virtual networks are peered, you can configure Azure VPN Gateway in the peered virtual network as a transit point. In this scenario, a peered virtual network uses the remote VPN gateway to gain access to other resources. Consider a scenario where three virtual networks in the same region are connected by virtual network peering. Virtual network A and virtual network B are each peered with a hub virtual network. The hub virtual network contains several resources, including a gateway subnet and an Azure VPN gateway. The VPN gateway is configured to allow VPN gateway transit. Virtual network B accesses resources in the hub, including the gateway subnet, by using a remote VPN gateway. Diagram of a regional virtual network peering. One network allows VPN gateway transit and uses a remote VPN gateway to access resources in a hub virtual network. Things to know about Azure VPN Gateway
Let's take a closer look at how Azure VPN Gateway is implemented with Azure Virtual Network peering. A virtual network can have only one VPN gateway. Gateway transit is supported for both regional and global virtual network peering. When you allow VPN gateway transit, the virtual network can communicate to resources outside the peering. In our sample illustration, the gateway subnet gateway within the hub virtual network can complete tasks such as:

Use a site-to-site VPN to connect to an on-premises network. Use a vnet-to-vnet connection to another virtual network.","What role does Azure VPN Gateway play in a peered virtual network, and how is gateway transit configured?","In a peered virtual network, Azure VPN Gateway can be configured as a transit point, allowing a peered virtual network to use the remote VPN gateway to gain access to other resources. Gateway transit is supported for both regional and global virtual network peering, enabling communication to resources outside the peering."
