Text Chunk,Generated Question,Generated Answer
"This functionality lets you access important files in between sessions and with different machines. Finally, you can use the Cloud Shell editor to make changes to files, such as scripts, that are saved into this cloud storage directly from the Cloud Shell interface. Next unit: How does Azure Cloud Shell work? 3- How does Azure Cloud Shell work? As an IT admin for Contoso Corporation, you're frequently on-call to perform administrative tasks and resolve workload disruptions to resources in your organization's Azure subscriptions. When visiting a family member during a weekend that you're on call, the development team notifies you of a problem with an Azure virtual machine (VM). The VM became nonresponsive during scheduled maintenance for the upgrade of an application that runs on it. Because the developers weren't granted access to the underlying Azure virtual machine hosting infrastructure, they're only able to remotely access the VM when it's operating normally. So, you're being called to diagnose and remediate the problem. Since you're visiting family, you don’t have access to your administrative workstation and diagnostic scripts. You do have access to a laptop with an internet browser. Using the laptop, you browse to the Azure portal, authenticate against your organization’s Azure subscription, open Azure Cloud Shell, mount an Azure File Share, access your diagnostic scripts, and diagnose and remediate the problems with the VM, returning it to operation. Access Cloud Shell
You have a few different options for accessing Azure Cloud Shell:

From a direct link: https://shell.azure.com

A screenshot of Cloud Shell accessed directly from a link. From the Azure portal

A screenshot of Cloud Shell accessed from Azure portal. From code snippets when accessing Microsoft Learn:

A screenshot of Cloud Shell accessed from code snippets. When you open a Cloud Shell session, a temporary host is allocated to your session. This VM is preconfigured with the latest versions of PowerShell and Bash. You can then select the command-line experience you want to use:

A screenshot of how to choose a command-line experience in a Cloud Shell session. After you select the shell experience you want to use, you can start managing your Azure resources:

A screenshot of how to use Cloud Shell to manage Azure resources. Cloud Shell sessions terminate after 20 minutes of inactivity. When a session terminates, files on your CloudDrive are persisted, but you need to start a new session to access the Cloud Shell environment. Access your own scripts and files
When using Cloud Shell, you might also need to run scripts or use files for different actions.",How can Azure Cloud Shell be accessed for managing Azure resources remotely?,"Azure Cloud Shell can be accessed remotely through several methods, including a direct link (https://shell.azure.com), from the Azure portal, or from code snippets when accessing Microsoft Learn. Each method provides a way to open a Cloud Shell session where a temporary host with preconfigured PowerShell and Bash is allocated for managing Azure resources."
"This functionality lets you access important files in between sessions and with different machines. Finally, you can use the Cloud Shell editor to make changes to files, such as scripts, that are saved into this cloud storage directly from the Cloud Shell interface. Next unit: How does Azure Cloud Shell work? 3- How does Azure Cloud Shell work? As an IT admin for Contoso Corporation, you're frequently on-call to perform administrative tasks and resolve workload disruptions to resources in your organization's Azure subscriptions. When visiting a family member during a weekend that you're on call, the development team notifies you of a problem with an Azure virtual machine (VM). The VM became nonresponsive during scheduled maintenance for the upgrade of an application that runs on it. Because the developers weren't granted access to the underlying Azure virtual machine hosting infrastructure, they're only able to remotely access the VM when it's operating normally. So, you're being called to diagnose and remediate the problem. Since you're visiting family, you don’t have access to your administrative workstation and diagnostic scripts. You do have access to a laptop with an internet browser. Using the laptop, you browse to the Azure portal, authenticate against your organization’s Azure subscription, open Azure Cloud Shell, mount an Azure File Share, access your diagnostic scripts, and diagnose and remediate the problems with the VM, returning it to operation. Access Cloud Shell
You have a few different options for accessing Azure Cloud Shell:

From a direct link: https://shell.azure.com

A screenshot of Cloud Shell accessed directly from a link. From the Azure portal

A screenshot of Cloud Shell accessed from Azure portal. From code snippets when accessing Microsoft Learn:

A screenshot of Cloud Shell accessed from code snippets. When you open a Cloud Shell session, a temporary host is allocated to your session. This VM is preconfigured with the latest versions of PowerShell and Bash. You can then select the command-line experience you want to use:

A screenshot of how to choose a command-line experience in a Cloud Shell session. After you select the shell experience you want to use, you can start managing your Azure resources:

A screenshot of how to use Cloud Shell to manage Azure resources. Cloud Shell sessions terminate after 20 minutes of inactivity. When a session terminates, files on your CloudDrive are persisted, but you need to start a new session to access the Cloud Shell environment. Access your own scripts and files
When using Cloud Shell, you might also need to run scripts or use files for different actions.",What are the benefits of using Azure Cloud Shell for IT administrators who are frequently on-call?,"Azure Cloud Shell benefits IT administrators who are frequently on-call by allowing them to perform administrative tasks and resolve issues without needing access to their regular workstation. It provides a convenient way to access important files and scripts from any location with an internet connection, enabling quick diagnosis and remediation of problems, such as nonresponsive virtual machines, using a web browser."
"This functionality lets you access important files in between sessions and with different machines. Finally, you can use the Cloud Shell editor to make changes to files, such as scripts, that are saved into this cloud storage directly from the Cloud Shell interface. Next unit: How does Azure Cloud Shell work? 3- How does Azure Cloud Shell work? As an IT admin for Contoso Corporation, you're frequently on-call to perform administrative tasks and resolve workload disruptions to resources in your organization's Azure subscriptions. When visiting a family member during a weekend that you're on call, the development team notifies you of a problem with an Azure virtual machine (VM). The VM became nonresponsive during scheduled maintenance for the upgrade of an application that runs on it. Because the developers weren't granted access to the underlying Azure virtual machine hosting infrastructure, they're only able to remotely access the VM when it's operating normally. So, you're being called to diagnose and remediate the problem. Since you're visiting family, you don’t have access to your administrative workstation and diagnostic scripts. You do have access to a laptop with an internet browser. Using the laptop, you browse to the Azure portal, authenticate against your organization’s Azure subscription, open Azure Cloud Shell, mount an Azure File Share, access your diagnostic scripts, and diagnose and remediate the problems with the VM, returning it to operation. Access Cloud Shell
You have a few different options for accessing Azure Cloud Shell:

From a direct link: https://shell.azure.com

A screenshot of Cloud Shell accessed directly from a link. From the Azure portal

A screenshot of Cloud Shell accessed from Azure portal. From code snippets when accessing Microsoft Learn:

A screenshot of Cloud Shell accessed from code snippets. When you open a Cloud Shell session, a temporary host is allocated to your session. This VM is preconfigured with the latest versions of PowerShell and Bash. You can then select the command-line experience you want to use:

A screenshot of how to choose a command-line experience in a Cloud Shell session. After you select the shell experience you want to use, you can start managing your Azure resources:

A screenshot of how to use Cloud Shell to manage Azure resources. Cloud Shell sessions terminate after 20 minutes of inactivity. When a session terminates, files on your CloudDrive are persisted, but you need to start a new session to access the Cloud Shell environment. Access your own scripts and files
When using Cloud Shell, you might also need to run scripts or use files for different actions.",What happens to your files and session when Azure Cloud Shell terminates due to inactivity?,"When an Azure Cloud Shell session terminates after 20 minutes of inactivity, the files on your CloudDrive are persisted. However, to access the Cloud Shell environment again, you need to start a new session. This ensures that your scripts and files remain available for future use even if the session ends."
"You can persist files on Cloud Shell by using the Azure CloudDrive:

A screenshot of how to access CloudDrive in a Cloud Shell session. After uploading files, you can interact with them as you would in a regular PowerShell or Bash session:

A screenshot of how to manage files in CloudDrive. Now that your file resides on CloudDrive, you can close the session and open another session on a different device and still access the same file. Cloud Shell also lets you map an Azure Storage File Share, which is tied to a specific region. Access to an Azure File Share lets you work with the contents of that share through Cloud Shell. If you need to edit scripts hosted on the CloudDrive or File Share, you can use the Cloud Shell editor. Select the curly brackets {} icon on the browser and open the file you want to edit, or use the command code and specify the filename; for example:

Bash

Copy
code temp.txt
A screenshot of how to access the Cloud Shell editor mode. Cloud Shell tools
If you need to manage resources (such as Docker containers or Kubernetes Clusters) or want to use non-Microsoft tools (such as Ansible and Terraform) in Cloud Shell, the Cloud Shell session comes with these add-ons already preconfigured. Here’s a list of all add-ons available to you within a Cloud Shell session:

Category	Name
Linux tools	bash
zsh
sh
tmux
dig
Azure tools	Azure CLI and Azure classic CLI
AzCopy
Azure Functions CLI
Service Fabric CLI
Batch Shipyard
blobxfer
Text editors	code (Cloud Shell editor)
vim
nano
emacs
Source control	git
Build tools	make
maven
npm
pip
Containers	Docker Machine
Kubectl
Helm
DC/OS CLI
Databases	MySQL client
PostgreSql client
sqlcmd Utility
mssql-scripter
Other	iPython Client
Cloud Foundry CLI
Terraform
Ansible
Chef InSpec
Puppet Bolt
HashiCorp Packer
Office 365 CLI

Next unit: When should you use Azure Cloud Shell? 4- When should you use Azure Cloud Shell? As an IT Admin for Contoso Corporation, you need alternatives to interact with Azure resources from the command line even when not using your default administrative device. You can use Azure Cloud Shell to:

Open a secure command-line session from any browser-based device. Interact with Azure resources without the need to install plug-ins or add-ons to your device.",How can files be persisted in Azure Cloud Shell?,"Files can be persisted in Azure Cloud Shell by using the Azure CloudDrive. Once files are uploaded, they can be accessed and interacted with as in a regular PowerShell or Bash session. CloudDrive allows access to files across different sessions and devices."
"You can persist files on Cloud Shell by using the Azure CloudDrive:

A screenshot of how to access CloudDrive in a Cloud Shell session. After uploading files, you can interact with them as you would in a regular PowerShell or Bash session:

A screenshot of how to manage files in CloudDrive. Now that your file resides on CloudDrive, you can close the session and open another session on a different device and still access the same file. Cloud Shell also lets you map an Azure Storage File Share, which is tied to a specific region. Access to an Azure File Share lets you work with the contents of that share through Cloud Shell. If you need to edit scripts hosted on the CloudDrive or File Share, you can use the Cloud Shell editor. Select the curly brackets {} icon on the browser and open the file you want to edit, or use the command code and specify the filename; for example:

Bash

Copy
code temp.txt
A screenshot of how to access the Cloud Shell editor mode. Cloud Shell tools
If you need to manage resources (such as Docker containers or Kubernetes Clusters) or want to use non-Microsoft tools (such as Ansible and Terraform) in Cloud Shell, the Cloud Shell session comes with these add-ons already preconfigured. Here’s a list of all add-ons available to you within a Cloud Shell session:

Category	Name
Linux tools	bash
zsh
sh
tmux
dig
Azure tools	Azure CLI and Azure classic CLI
AzCopy
Azure Functions CLI
Service Fabric CLI
Batch Shipyard
blobxfer
Text editors	code (Cloud Shell editor)
vim
nano
emacs
Source control	git
Build tools	make
maven
npm
pip
Containers	Docker Machine
Kubectl
Helm
DC/OS CLI
Databases	MySQL client
PostgreSql client
sqlcmd Utility
mssql-scripter
Other	iPython Client
Cloud Foundry CLI
Terraform
Ansible
Chef InSpec
Puppet Bolt
HashiCorp Packer
Office 365 CLI

Next unit: When should you use Azure Cloud Shell? 4- When should you use Azure Cloud Shell? As an IT Admin for Contoso Corporation, you need alternatives to interact with Azure resources from the command line even when not using your default administrative device. You can use Azure Cloud Shell to:

Open a secure command-line session from any browser-based device. Interact with Azure resources without the need to install plug-ins or add-ons to your device.",What additional capabilities does Azure Cloud Shell provide for script editing and management?,"Azure Cloud Shell allows script editing and management through the Cloud Shell editor, which can be accessed by selecting the curly brackets {} icon or using the command 'code' followed by the filename. This feature enables users to edit scripts hosted on CloudDrive or Azure File Share."
"You can persist files on Cloud Shell by using the Azure CloudDrive:

A screenshot of how to access CloudDrive in a Cloud Shell session. After uploading files, you can interact with them as you would in a regular PowerShell or Bash session:

A screenshot of how to manage files in CloudDrive. Now that your file resides on CloudDrive, you can close the session and open another session on a different device and still access the same file. Cloud Shell also lets you map an Azure Storage File Share, which is tied to a specific region. Access to an Azure File Share lets you work with the contents of that share through Cloud Shell. If you need to edit scripts hosted on the CloudDrive or File Share, you can use the Cloud Shell editor. Select the curly brackets {} icon on the browser and open the file you want to edit, or use the command code and specify the filename; for example:

Bash

Copy
code temp.txt
A screenshot of how to access the Cloud Shell editor mode. Cloud Shell tools
If you need to manage resources (such as Docker containers or Kubernetes Clusters) or want to use non-Microsoft tools (such as Ansible and Terraform) in Cloud Shell, the Cloud Shell session comes with these add-ons already preconfigured. Here’s a list of all add-ons available to you within a Cloud Shell session:

Category	Name
Linux tools	bash
zsh
sh
tmux
dig
Azure tools	Azure CLI and Azure classic CLI
AzCopy
Azure Functions CLI
Service Fabric CLI
Batch Shipyard
blobxfer
Text editors	code (Cloud Shell editor)
vim
nano
emacs
Source control	git
Build tools	make
maven
npm
pip
Containers	Docker Machine
Kubectl
Helm
DC/OS CLI
Databases	MySQL client
PostgreSql client
sqlcmd Utility
mssql-scripter
Other	iPython Client
Cloud Foundry CLI
Terraform
Ansible
Chef InSpec
Puppet Bolt
HashiCorp Packer
Office 365 CLI

Next unit: When should you use Azure Cloud Shell? 4- When should you use Azure Cloud Shell? As an IT Admin for Contoso Corporation, you need alternatives to interact with Azure resources from the command line even when not using your default administrative device. You can use Azure Cloud Shell to:

Open a secure command-line session from any browser-based device. Interact with Azure resources without the need to install plug-ins or add-ons to your device.",What preconfigured tools and add-ons are available in Azure Cloud Shell for managing resources and development tasks?,"Azure Cloud Shell comes preconfigured with various tools and add-ons, including Linux tools like bash and tmux, Azure tools like Azure CLI, text editors such as vim and nano, source control with git, build tools like maven and npm, container management tools such as Docker Machine and Kubectl, database clients, and other utilities like Terraform and Ansible."
"Persist files between sessions for later use. Use either Bash or PowerShell, whichever you prefer, to manage Azure resources. Edit files (such as scripts) via the Cloud Shell editor. You shouldn't use Azure Cloud Shell if:

You intend to leave a session open for more than 20 minutes for long running scripts or activities. In these cases, your session is disconnected without warning, and the current state is lost. You need admin permissions, such as sudo access, from within the Azure CLI or PowerShell environment. You need to install tools that aren't supported in the limited Cloud Shell environment, but instead require an environment such as a custom virtual machine or container. You need storage from different regions. You might need to back up and synchronize this content since only one region can have the storage allocated to Azure Cloud Shell. You need to open multiple sessions at the same time. Azure Cloud Shell allows only one instance at time and isn't suitable for concurrent work across multiple subscriptions or tenants. Next unit: Knowledge check

Check your knowledge

1. Which of these methods can you use to access Azure Cloud Shell from a computer running Windows 11? Install Windows Subsystem for Linux and make an SSH connection to Azure. Make a Remote Desktop Protocol connection to Azure. Use the Microsoft Edge Browser to log into an Azure Subscription. 2. You want to store a script that you constantly use for operations on Azure resources. This script needs to be rapidly available when you open a new Azure Cloud Shell session. Which of these procedures should you use? Upload the script to your CloudDrive on an Azure Cloud Shell session. Create a new script and store it on an Azure Storage Blob. Use Cloud Shell editor to create and edit the script you want to use. 3. You have a script stored on the Cloud Shell storage. You constantly use this script for resource management, but you need to perform small changes to it. Which of these solutions is the best way to handle the situation? Download the script from the Azure Cloud Shell session, edit the script, and upload it back before using it. Push the script to GitHub and run it from the Azure Cloud Shell session. Use the Cloud Shell editor to make the necessary changes and save it directly on the CloudDrive. Summary

Azure Cloud Shell is a browser-accessible command-line experience for managing Azure resources. Rather than having to configure an Azure CLI or PowerShell session from your workstation, you can access Cloud Shell on any standard, compliant browser.",What are the limitations of using Azure Cloud Shell for long-running activities?,"Azure Cloud Shell disconnects sessions without warning after 20 minutes of inactivity, which can result in the loss of the current state for long-running scripts or activities."
"Persist files between sessions for later use. Use either Bash or PowerShell, whichever you prefer, to manage Azure resources. Edit files (such as scripts) via the Cloud Shell editor. You shouldn't use Azure Cloud Shell if:

You intend to leave a session open for more than 20 minutes for long running scripts or activities. In these cases, your session is disconnected without warning, and the current state is lost. You need admin permissions, such as sudo access, from within the Azure CLI or PowerShell environment. You need to install tools that aren't supported in the limited Cloud Shell environment, but instead require an environment such as a custom virtual machine or container. You need storage from different regions. You might need to back up and synchronize this content since only one region can have the storage allocated to Azure Cloud Shell. You need to open multiple sessions at the same time. Azure Cloud Shell allows only one instance at time and isn't suitable for concurrent work across multiple subscriptions or tenants. Next unit: Knowledge check

Check your knowledge

1. Which of these methods can you use to access Azure Cloud Shell from a computer running Windows 11? Install Windows Subsystem for Linux and make an SSH connection to Azure. Make a Remote Desktop Protocol connection to Azure. Use the Microsoft Edge Browser to log into an Azure Subscription. 2. You want to store a script that you constantly use for operations on Azure resources. This script needs to be rapidly available when you open a new Azure Cloud Shell session. Which of these procedures should you use? Upload the script to your CloudDrive on an Azure Cloud Shell session. Create a new script and store it on an Azure Storage Blob. Use Cloud Shell editor to create and edit the script you want to use. 3. You have a script stored on the Cloud Shell storage. You constantly use this script for resource management, but you need to perform small changes to it. Which of these solutions is the best way to handle the situation? Download the script from the Azure Cloud Shell session, edit the script, and upload it back before using it. Push the script to GitHub and run it from the Azure Cloud Shell session. Use the Cloud Shell editor to make the necessary changes and save it directly on the CloudDrive. Summary

Azure Cloud Shell is a browser-accessible command-line experience for managing Azure resources. Rather than having to configure an Azure CLI or PowerShell session from your workstation, you can access Cloud Shell on any standard, compliant browser.",Why might someone need to use a custom virtual machine instead of Azure Cloud Shell?,Someone might need to use a custom virtual machine if they require admin permissions like sudo access or need to install tools that aren't supported in the limited Cloud Shell environment.
"Persist files between sessions for later use. Use either Bash or PowerShell, whichever you prefer, to manage Azure resources. Edit files (such as scripts) via the Cloud Shell editor. You shouldn't use Azure Cloud Shell if:

You intend to leave a session open for more than 20 minutes for long running scripts or activities. In these cases, your session is disconnected without warning, and the current state is lost. You need admin permissions, such as sudo access, from within the Azure CLI or PowerShell environment. You need to install tools that aren't supported in the limited Cloud Shell environment, but instead require an environment such as a custom virtual machine or container. You need storage from different regions. You might need to back up and synchronize this content since only one region can have the storage allocated to Azure Cloud Shell. You need to open multiple sessions at the same time. Azure Cloud Shell allows only one instance at time and isn't suitable for concurrent work across multiple subscriptions or tenants. Next unit: Knowledge check

Check your knowledge

1. Which of these methods can you use to access Azure Cloud Shell from a computer running Windows 11? Install Windows Subsystem for Linux and make an SSH connection to Azure. Make a Remote Desktop Protocol connection to Azure. Use the Microsoft Edge Browser to log into an Azure Subscription. 2. You want to store a script that you constantly use for operations on Azure resources. This script needs to be rapidly available when you open a new Azure Cloud Shell session. Which of these procedures should you use? Upload the script to your CloudDrive on an Azure Cloud Shell session. Create a new script and store it on an Azure Storage Blob. Use Cloud Shell editor to create and edit the script you want to use. 3. You have a script stored on the Cloud Shell storage. You constantly use this script for resource management, but you need to perform small changes to it. Which of these solutions is the best way to handle the situation? Download the script from the Azure Cloud Shell session, edit the script, and upload it back before using it. Push the script to GitHub and run it from the Azure Cloud Shell session. Use the Cloud Shell editor to make the necessary changes and save it directly on the CloudDrive. Summary

Azure Cloud Shell is a browser-accessible command-line experience for managing Azure resources. Rather than having to configure an Azure CLI or PowerShell session from your workstation, you can access Cloud Shell on any standard, compliant browser.",How can you ensure a script is readily available in a new Azure Cloud Shell session?,"You can ensure a script is readily available by uploading it to your CloudDrive on an Azure Cloud Shell session, allowing it to be rapidly accessible when you start a new session."
"Cloud Shell provides the flexibility of choosing the shell experience that best suits the way you work, allowing you to work either in Bash or PowerShell, right from the browser. Cloud Shell also provides you with the mechanisms to persist files between sessions, and provides access to a minimalist version of the Visual Studio Code editor for more complex operations. Point 3: Introduction to Bash

Use Bash to manage IT infrastructure. Learning objectives
In this module, you will:

Learn what shells are and what Bash is. Learn about the syntax of Bash commands. Learn about important Bash commands, such as ls, cat, and ps. Learn how to use I/O operators to redirect input and output. Learn how to update a server's operating system. Learn how to find and terminate rogue processes. Learn how to use Bash to filter Azure CLI output. 1- Introduction

Imagine that you just started a new job as a system administrator (sysadmin) at Northwind, a high-frequency trading (HFT) firm that runs Windows on its client computers and Linux on its server computers. Computers are the lifeblood of the company, and you need to learn more about how to manage Linux boxes. It's time to skill up! Bash is the standard shell scripting language for Linux. Let's learn the basics of Bash, starting with the syntax and commonly used commands, like ls and cat. Learning objectives
In this module, you will:

Learn what shells are and what Bash is
Learn about the syntax of Bash commands
Learn about important Bash commands, such as ls, cat, and ps
Learn how to use I/O operators to redirect input and output
Learn how to update a server's operating system
Learn how to find and terminate rogue processes
Learn how to use Bash to filter Azure CLI output

Next unit: What is Bash? 2- What is Bash? Bash is a vital tool for managing Linux machines. The name is short for ""Bourne Again Shell."" A shell is a program that commands the operating system to perform actions. You can enter commands in a console on your computer and run the commands directly, or you can use scripts to run batches of commands. Shells like PowerShell and Bash give system administrators the power and precision they need for fine-tuned control of the computers they're responsible for. There are other Linux shells, including csh and zsh, but Bash has become the de facto Linux standard. That's because Bash is compatible with Unix's first serious shell, the Bourne shell, also known as sh.",What are the benefits of using Cloud Shell for system administrators?,"Cloud Shell offers system administrators the flexibility of choosing between Bash and PowerShell directly from the browser, allowing for a familiar working environment. It supports file persistence across sessions and provides access to a minimalist version of the Visual Studio Code editor for performing more complex operations."
"Cloud Shell provides the flexibility of choosing the shell experience that best suits the way you work, allowing you to work either in Bash or PowerShell, right from the browser. Cloud Shell also provides you with the mechanisms to persist files between sessions, and provides access to a minimalist version of the Visual Studio Code editor for more complex operations. Point 3: Introduction to Bash

Use Bash to manage IT infrastructure. Learning objectives
In this module, you will:

Learn what shells are and what Bash is. Learn about the syntax of Bash commands. Learn about important Bash commands, such as ls, cat, and ps. Learn how to use I/O operators to redirect input and output. Learn how to update a server's operating system. Learn how to find and terminate rogue processes. Learn how to use Bash to filter Azure CLI output. 1- Introduction

Imagine that you just started a new job as a system administrator (sysadmin) at Northwind, a high-frequency trading (HFT) firm that runs Windows on its client computers and Linux on its server computers. Computers are the lifeblood of the company, and you need to learn more about how to manage Linux boxes. It's time to skill up! Bash is the standard shell scripting language for Linux. Let's learn the basics of Bash, starting with the syntax and commonly used commands, like ls and cat. Learning objectives
In this module, you will:

Learn what shells are and what Bash is
Learn about the syntax of Bash commands
Learn about important Bash commands, such as ls, cat, and ps
Learn how to use I/O operators to redirect input and output
Learn how to update a server's operating system
Learn how to find and terminate rogue processes
Learn how to use Bash to filter Azure CLI output

Next unit: What is Bash? 2- What is Bash? Bash is a vital tool for managing Linux machines. The name is short for ""Bourne Again Shell."" A shell is a program that commands the operating system to perform actions. You can enter commands in a console on your computer and run the commands directly, or you can use scripts to run batches of commands. Shells like PowerShell and Bash give system administrators the power and precision they need for fine-tuned control of the computers they're responsible for. There are other Linux shells, including csh and zsh, but Bash has become the de facto Linux standard. That's because Bash is compatible with Unix's first serious shell, the Bourne shell, also known as sh.",Why is Bash considered the standard shell scripting language for Linux?,"Bash is considered the standard shell scripting language for Linux because it is compatible with Unix's first serious shell, the Bourne shell (sh). It has become the de facto standard due to its wide adoption, familiarity, and powerful scripting capabilities. Additionally, it provides system administrators with the ability to manage Linux machines effectively."
"Cloud Shell provides the flexibility of choosing the shell experience that best suits the way you work, allowing you to work either in Bash or PowerShell, right from the browser. Cloud Shell also provides you with the mechanisms to persist files between sessions, and provides access to a minimalist version of the Visual Studio Code editor for more complex operations. Point 3: Introduction to Bash

Use Bash to manage IT infrastructure. Learning objectives
In this module, you will:

Learn what shells are and what Bash is. Learn about the syntax of Bash commands. Learn about important Bash commands, such as ls, cat, and ps. Learn how to use I/O operators to redirect input and output. Learn how to update a server's operating system. Learn how to find and terminate rogue processes. Learn how to use Bash to filter Azure CLI output. 1- Introduction

Imagine that you just started a new job as a system administrator (sysadmin) at Northwind, a high-frequency trading (HFT) firm that runs Windows on its client computers and Linux on its server computers. Computers are the lifeblood of the company, and you need to learn more about how to manage Linux boxes. It's time to skill up! Bash is the standard shell scripting language for Linux. Let's learn the basics of Bash, starting with the syntax and commonly used commands, like ls and cat. Learning objectives
In this module, you will:

Learn what shells are and what Bash is
Learn about the syntax of Bash commands
Learn about important Bash commands, such as ls, cat, and ps
Learn how to use I/O operators to redirect input and output
Learn how to update a server's operating system
Learn how to find and terminate rogue processes
Learn how to use Bash to filter Azure CLI output

Next unit: What is Bash? 2- What is Bash? Bash is a vital tool for managing Linux machines. The name is short for ""Bourne Again Shell."" A shell is a program that commands the operating system to perform actions. You can enter commands in a console on your computer and run the commands directly, or you can use scripts to run batches of commands. Shells like PowerShell and Bash give system administrators the power and precision they need for fine-tuned control of the computers they're responsible for. There are other Linux shells, including csh and zsh, but Bash has become the de facto Linux standard. That's because Bash is compatible with Unix's first serious shell, the Bourne shell, also known as sh.",What are some of the key learning objectives for a sysadmin at Northwind when it comes to using Bash?,"Some key learning objectives for a sysadmin at Northwind when learning Bash include understanding what shells are and what Bash is, learning the syntax of Bash commands, mastering important Bash commands such as ls, cat, and ps, using I/O operators for input and output redirection, updating a server's operating system, finding and terminating rogue processes, and using Bash to filter Azure CLI output."
"Bash incorporates the best features of its predecessors. But Bash also has some fine features of its own, including built-in commands and the ability to invoke external programs. One reason for Bash's success is its simplicity. Bash, like the rest of Linux, is based on the Unix design philosophy. As Peter Salus summarized in his book A Quarter Century of Unix, three of the ""big ideas"" embodied in Unix are:

Programs do one thing and do it well
Programs work together
Programs use text streams as the universal interface
The last part is key to understanding how Bash works. In Unix and Linux, everything is a file. That means you can use the same commands without worrying about whether the I/O stream — the input and output — comes from a keyboard, a disk file, a socket, a pipe, or another I/O abstraction. Let's learn the basics of Bash, starting with the syntax and commonly used commands, like ls and cat. Next unit: Bash fundamentals

3- Bash fundamentals

An understanding of Bash starts with an understanding of Bash syntax. After you know the syntax, you can apply it to every Bash command you run. The full syntax for a Bash command is:

Bash

Copy
command [options] [arguments]
Bash treats the first string it encounters as a command. The following command uses Bash's ls (for ""list"") command to display the contents of the current working directory:

Bash

Copy
ls
Bash commands are often accompanied by arguments. For example, you can include a path name in an ls command to list the contents of another directory:

Bash

Copy
ls /etc
Most Bash commands have options for modifying how they work. Options, also called flags, give a command more specific instructions. As an example, files and directories whose names begin with a period are hidden from the user and are not displayed by ls. However, you can include the -a (for ""all"") flag in an ls command and see everything in the target directory:

Bash

Copy
ls -a /etc
You can even combine flags for brevity. For example, rather than enter ls -a -l /etc to show all files and directories in Linux's /etc directory in long form, you can enter this instead:

Bash

Copy
ls -al /etc
Bash is concise. It's sometimes remarkable (and a point of pride among Bash aficionados) how much you can accomplish with a single command.",What are some key features of Bash that contribute to its effectiveness as a command-line interface?,"Bash incorporates the best features of its predecessors and adds its own fine features, such as built-in commands and the ability to invoke external programs. Its success is largely due to its simplicity and adherence to the Unix design philosophy, which emphasizes programs doing one thing well, working together, and using text streams as a universal interface."
"Bash incorporates the best features of its predecessors. But Bash also has some fine features of its own, including built-in commands and the ability to invoke external programs. One reason for Bash's success is its simplicity. Bash, like the rest of Linux, is based on the Unix design philosophy. As Peter Salus summarized in his book A Quarter Century of Unix, three of the ""big ideas"" embodied in Unix are:

Programs do one thing and do it well
Programs work together
Programs use text streams as the universal interface
The last part is key to understanding how Bash works. In Unix and Linux, everything is a file. That means you can use the same commands without worrying about whether the I/O stream — the input and output — comes from a keyboard, a disk file, a socket, a pipe, or another I/O abstraction. Let's learn the basics of Bash, starting with the syntax and commonly used commands, like ls and cat. Next unit: Bash fundamentals

3- Bash fundamentals

An understanding of Bash starts with an understanding of Bash syntax. After you know the syntax, you can apply it to every Bash command you run. The full syntax for a Bash command is:

Bash

Copy
command [options] [arguments]
Bash treats the first string it encounters as a command. The following command uses Bash's ls (for ""list"") command to display the contents of the current working directory:

Bash

Copy
ls
Bash commands are often accompanied by arguments. For example, you can include a path name in an ls command to list the contents of another directory:

Bash

Copy
ls /etc
Most Bash commands have options for modifying how they work. Options, also called flags, give a command more specific instructions. As an example, files and directories whose names begin with a period are hidden from the user and are not displayed by ls. However, you can include the -a (for ""all"") flag in an ls command and see everything in the target directory:

Bash

Copy
ls -a /etc
You can even combine flags for brevity. For example, rather than enter ls -a -l /etc to show all files and directories in Linux's /etc directory in long form, you can enter this instead:

Bash

Copy
ls -al /etc
Bash is concise. It's sometimes remarkable (and a point of pride among Bash aficionados) how much you can accomplish with a single command.",How does Bash utilize the Unix design philosophy in its command execution?,"Bash follows the Unix design philosophy by treating everything as a file, allowing the same commands to be used regardless of whether the input and output come from a keyboard, a disk file, a socket, a pipe, or another I/O abstraction. This consistent interface simplifies command execution and integration with other programs."
